Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Date	Host Species	Country	State/Province	Flu Season	Strain Name	
PB1	CY065806	Yes	2	2303	H1N1	11/23/2009	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2445b/2009	
PB1	JF906181	No	2	2274	H1N1	02/12/2010	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2631_1202/2010	
PB1	CY065878	Yes	2	2303	H1N1	01/04/2010	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2631b/2010	
PB1	CY090867	Yes	2	2317	H1N1	02/09/2010	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2631c/2010(H1N1)	
PB1	CY065782	No	2	2303	H1N1	11/30/2009	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2635b/2009	
PB1	CY065846	Yes	2	2303	H1N1	12/01/2009	IRD:Human	Netherlands	-N/A-	09-10	A/Netherlands/2636/2009	
PB1	CY112803	No	2	2311	H3N2	12/02/1995	IRD:Human	Netherlands	-N/A-	95-96	A/Netherlands/271/1995	
PB1	CY114323	Yes	2	2311	H3N2	01/06/2000	IRD:Human	Netherlands	-N/A-	99-00	A/Netherlands/3/2000	
PB1	CY113331	Yes	2	2311	H3N2	01/01/1985	IRD:Human	Netherlands	-N/A-	84-85	A/Netherlands/330/1985	
PB1	CY114403	Yes	2	2311	H3N2	12/24/2006	IRD:Human	Netherlands	-N/A-	06-07	A/Netherlands/363/2006	
PB1	CY114395	Yes	2	2311	H3N2	02/25/2006	IRD:Human	Netherlands	-N/A-	05-06	A/Netherlands/42/2006	
PB1	CY113395	Yes	2	2315	H3N2	03/01/1988	IRD:Human	Netherlands	-N/A-	87-88	A/Netherlands/450/1988	
PB1	CY114491	Yes	2	2316	H3N2	01/14/1998	IRD:Human	Netherlands	-N/A-	97-98	A/Netherlands/5/1998	
PB1	CY113731	Yes	2	2311	H3N2	01/09/1992	IRD:Human	Netherlands	-N/A-	91-92	A/Netherlands/819/1992	
PB1	CY112971	Yes	2	2311	H3N2	03/05/2003	IRD:Human	Netherlands	-N/A-	02-03	A/Netherlands/88/2003	
PB1	CY114291	Yes	2	2311	H3N2	01/30/1996	IRD:Human	Netherlands	-N/A-	95-96	A/Netherlands/91/1996	
PB1	CY113747	Yes	2	2311	H3N2	01/10/1992	IRD:Human	Netherlands	-N/A-	91-92	A/Netherlands/935/1992	
PB1	CY113755	Yes	2	2311	H3N2	12/19/1991	IRD:Human	Netherlands	-N/A-	91-92	A/Netherlands/938/1991	
PB1	CY100802	Yes	2	2302	H1N1	01/01/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/WRAIR1117P/2009(H1N1)	
PB1	CY093325	Yes	2	2317	H3N2	02/01/2009	IRD:Human	USA	Nevada	08-09	A/Nevada/WRAIR1258P/2009(H3N2)	
PB1	EU097791	Yes	2	2274	H1N1	1999	IRD:Human	New Caledonia	-N/A-	-N/A-	A/New Caledonia/20/1999(H1N1)	
PB1	CY044371	Yes	2	2280	H1N1	1976	IRD:Human	USA	New Jersey	-N/A-	A/New Jersey/11/1976	
PB1	CY021963	Yes	2	2289	H1N1	1976	IRD:Human	USA	New Jersey	-N/A-	A/New Jersey/1976(H1N1)	
PB1	CY069395	Yes	2	2302	H1N1	01/09/2009	IRD:Human	USA	New Jersey	08-09	A/New Jersey/WRAIR1120P/2009(H1N1)	
PB1	CY069467	Yes	2	2306	H3N2	01/2009	IRD:Human	USA	New Jersey	08-09	A/New Jersey/WRAIR1146P/2009	
PB1	CY093285	Yes	2	2317	H3N2	01/01/2009	IRD:Human	USA	New Jersey	08-09	A/New Jersey/WRAIR1248P/2009	
PB1	CY083206	Yes	2	2274	H1N1	07/21/2009	IRD:Human	USA	New Jersey	08-09	A/New Jersey/WRAIR1504P/2009(H1N1)	
PB1	CY069419	Yes	2	2306	H3N2	02/09/2009	IRD:Human	USA	New Mexico	08-09	A/New Mexico/WRAIR1139P/2009	
PB1	CY016266	Yes	2	2291	H1N1	2000	IRD:Human	Australia	-N/A-	-N/A-	A/New South Wales/26/2000(H1N1)	
PB1	CY016585	Yes	2	2303	H3N2	2000	IRD:Human	Australia	-N/A-	-N/A-	A/New South Wales/34/2000(H3N2)	
PB1	CY016521	Yes	2	2297	H3N2	1999	IRD:Human	Australia	-N/A-	-N/A-	A/New South Wales/5/1999(H3N2)	
PB1	CY016529	Yes	2	2302	H3N2	1999	IRD:Human	Australia	-N/A-	-N/A-	A/New South Wales/6/1999(H3N2)	
PB1	CY062040	Yes	2	2299	H1N1	12/26/2009	IRD:Human	USA	New York	09-10	A/New York/0259/2009(H1N1)	
PB1	KC780455	Yes	2	2274	H1N1	02/09/2010	IRD:Human	USA	New York	09-10	A/New York/03/2010	
PB1	CY062056	Yes	2	2299	H1N1	12/30/2009	IRD:Human	USA	New York	09-10	A/New York/0357/2009(H1N1)	
PB1	CY001027	Yes	2	2316	H3N2	10/28/2003	IRD:Human	USA	New York	03-04	A/New York/1/2003	
PB1	CY000767	Yes	2	2323	H3N2	01/30/2004	IRD:Human	USA	New York	03-04	A/New York/10/2004	
PB1	FJ984373	Yes	2	2274	H1N1	04/25/2009	IRD:Human	USA	New York	08-09	A/New York/10/2009(H1N1)	
PB1	CY001323	Yes	2	2337	H3N2	01/23/2002	IRD:Human	USA	New York	01-02	A/New York/102/2002	
PB1	KC780339	Yes	2	2274	H1N1	10/15/2009	IRD:Human	USA	New York	09-10	A/New York/102/2009	
PB1	CY001190	No	2	2281	H3N2	01/17/2002	IRD:Human	USA	New York	01-02	A/New York/104/2002	
PB1	EU587369	No	2	2322	H7N2	2003	IRD:Human	USA	New York	-N/A-	A/New York/107/2003(H7N2)	
PB1	GQ168852	Yes	2	2274	H1N1	04/25/2009	IRD:Human	USA	New York	08-09	A/New York/11/2009(H1N1)	
PB1	CY000799	Yes	2	2337	H3N2	02/01/2002	IRD:Human	USA	New York	01-02	A/New York/117/2002(H3N2)	
PB1	CY000247	Yes	2	2341	H3N2	02/26/2002	IRD:Human	USA	New York	01-02	A/New York/121/2002	
PB1	CY001203	Yes	2	2281	H3N2	03/21/2002	IRD:Human	USA	New York	01-02	A/New York/122/2002	
PB1	CY003078	Yes	2	2290	H3N2	12/16/2004	IRD:Human	USA	New York	04-05	A/New York/123/2004(H3N2)	
PB1	CY001443	No	2	2271	H3N2	01/14/2002	IRD:Human	USA	New York	01-02	A/New York/125/2002	
PB1	CY000431	Yes	2	2323	H3N2	01/25/2002	IRD:Human	USA	New York	01-02	A/New York/128/2002	
PB1	CY000327	Yes	2	2334	H3N2	12/23/2001	IRD:Human	USA	New York	01-02	A/New York/131/2001	
PB1	CY000439	Yes	2	2341	H3N2	01/27/2002	IRD:Human	USA	New York	01-02	A/New York/132/2002	
PB1	CY000807	Yes	2	2323	H3N2	11/09/1999	IRD:Human	USA	New York	99-00	A/New York/141/1999(H3N2)	
PB1	CY001526	Yes	2	2281	H3N2	02/06/2000	IRD:Human	USA	New York	99-00	A/New York/142/2000(H3N2)	
PB1	CY000456	Yes	2	2341	H1N1	04/12/2000	IRD:Human	USA	New York	99-00	A/New York/146/2000	
PB1	CY000471	Yes	2	2341	H3N2	01/28/2000	IRD:Human	USA	New York	99-00	A/New York/150/2000	
PB1	CY000839	No	2	2316	H3N2	01/17/2000	IRD:Human	USA	New York	99-00	A/New York/158/2000	
PB1	CY001275	Yes	2	2281	H3N2	12/27/1999	IRD:Human	USA	New York	99-00	A/New York/164/1999	
PB1	CY039899	Yes	2	2305	H1N1	04/26/2009	IRD:Human	USA	New York	08-09	A/New York/1669/2009(H1N1)	
PB1	CY000655	Yes	2	2323	H3N2	12/30/1999	IRD:Human	USA	New York	99-00	A/New York/167/1999(H3N2)	
PB1	CY050458	Yes	2	2299	H3N2	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/1670/2009	
PB1	CY050466	Yes	2	2299	H3N2	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/1671/2009	
PB1	CY050482	Yes	2	2302	H1N1	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/1692/2009(H1N1)	
PB1	CY000671	Yes	2	2341	H3N2	01/05/2000	IRD:Human	USA	New York	99-00	A/New York/170/2000(H3N2)	
PB1	CY000711	Yes	2	2323	H3N2	01/06/2000	IRD:Human	USA	New York	99-00	A/New York/175/2000(H3N2)	
PB1	CY000727	Yes	2	2341	H3N2	10/25/1999	IRD:Human	USA	New York	99-00	A/New York/177/1999	
PB1	CY000855	No	2	2305	H3N2	02/29/2000	IRD:Human	USA	New York	99-00	A/New York/178/2000(H3N2)	
PB1	CY000735	Yes	2	2323	H3N2	11/24/1999	IRD:Human	USA	New York	99-00	A/New York/179/1999	
PB1	CY000743	Yes	2	2323	H3N2	02/09/2000	IRD:Human	USA	New York	99-00	A/New York/180/2000(H3N2)	
PB1	CY001283	No	2	2323	H3N2	02/18/2000	IRD:Human	USA	New York	99-00	A/New York/182/2000	
PB1	CY001459	Yes	2	2289	H3N2	12/20/1999	IRD:Human	USA	New York	99-00	A/New York/184/1999	
PB1	CY000871	Yes	2	2337	H3N2	02/19/2003	IRD:Human	USA	New York	02-03	A/New York/193/2003	
PB1	CY001542	No	2	2275	H3N2	02/19/2003	IRD:Human	USA	New York	02-03	A/New York/196/2003	
PB1	CY001550	No	2	2281	H3N2	03/14/2003	IRD:Human	USA	New York	02-03	A/New York/197/2003	
PB1	CY001019	Yes	2	2323	H3N2	03/08/2003	IRD:Human	USA	New York	02-03	A/New York/198/2003(H3N2)	
PB1	CY001259	No	2	2281	H3N2	03/21/2003	IRD:Human	USA	New York	02-03	A/New York/199/2003	
PB1	CY062088	Yes	2	2299	H1N1	01/18/2010	IRD:Human	USA	New York	09-10	A/New York/1998/2010(H1N1)	
PB1	CY000479	Yes	2	2341	H3N2	10/27/2003	IRD:Human	USA	New York	03-04	A/New York/2/2003	
PB1	CY002774	No	2	2281	H3N2	11/22/2004	IRD:Human	USA	New York	04-05	A/New York/200/2004(H3N2)	
PB1	CY001166	Yes	2	2281	H3N2	04/05/2003	IRD:Human	USA	New York	02-03	A/New York/202/2003(H3N2)	
PB1	CY001475	No	2	2288	H3N2	05/07/2003	IRD:Human	USA	New York	02-03	A/New York/203/2003(H3N2)	
PB1	CY072220	Yes	2	2311	H3N2	06/16/2010	IRD:Human	USA	New York	-N/A-	A/New York/20343/2010(H3N2)	
PB1	CY002526	Yes	2	2281	H3N2	08/16/2003	IRD:Human	USA	New York	-N/A-	A/New York/204/2003(H3N2)	
PB1	CY001958	Yes	2	2325	H1N1	01/08/2001	IRD:Human	USA	New York	00-01	A/New York/205/2001(H1N1)	
PB1	CY006137	No	2	2304	H3N2	01/19/2005	IRD:Human	USA	New York	04-05	A/New York/206/2005(H3N2)	
PB1	CY002622	No	2	2329	H1N1	02/27/2001	IRD:Human	USA	New York	00-01	A/New York/208/2001(H1N1)	
PB1	CY000359	Yes	2	2335	H3N2	11/26/2003	IRD:Human	USA	New York	03-04	A/New York/21/2003	
PB1	CY006873	Yes	2	2303	H1N2	01/01/2003	IRD:Human	USA	New York	02-03	A/New York/211/2003(H1N2)	
PB1	CY006425	No	2	2288	H1N1	01/24/2001	IRD:Human	USA	New York	00-01	A/New York/212/2001(H1N1)	
PB1	CY006865	No	2	2309	H3N2	04/23/2003	IRD:Human	USA	New York	02-03	A/New York/214/2003(H3N2)	
PB1	CY003374	Yes	2	2275	H1N2	12/16/2002	IRD:Human	USA	New York	02-03	A/New York/217/2002(H1N2)	
PB1	CY062104	Yes	2	2299	H1N1	01/19/2010	IRD:Human	USA	New York	09-10	A/New York/2175/2010(H1N1)	
PB1	CY002510	No	2	2275	H3N2	12/07/2004	IRD:Human	USA	New York	04-05	A/New York/218/2004(H3N2)	
PB1	CY002534	Yes	2	2341	H1N1	12/26/2002	IRD:Human	USA	New York	02-03	A/New York/220/2002(H1N1)	
PB1	CY002542	No	2	2341	H1N1	03/25/2003	IRD:Human	USA	New York	02-03	A/New York/227/2003(H1N1)	
PB1	CY002630	Yes	2	2296	H1N1	01/27/2003	IRD:Human	USA	New York	02-03	A/New York/230/2003(H1N1)	
PB1	CY002638	Yes	2	2331	H1N2	03/03/2003	IRD:Human	USA	New York	02-03	A/New York/231/2003(H1N2)	
PB1	CY002646	No	2	2313	H1N1	12/19/2000	IRD:Human	USA	New York	00-01	A/New York/233/2000(H1N1)	
PB1	CY003006	No	2	2312	H1N1	01/08/2001	IRD:Human	USA	New York	00-01	A/New York/239/2001(H1N1)	
PB1	CY006153	No	2	2283	H3N2	02/02/2005	IRD:Human	USA	New York	04-05	A/New York/243/2005(H3N2)	
PB1	CY002086	No	2	2280	H3N2	12/24/2004	IRD:Human	USA	New York	04-05	A/New York/244/2004(H3N2)	
PB1	CY003022	No	2	2296	H1N1	01/19/2001	IRD:Human	USA	New York	00-01	A/New York/246/2001(H1N1)	
PB1	CY000775	No	2	2271	H3N2	12/16/2003	IRD:Human	USA	New York	03-04	A/New York/25/2003	
PB1	CY002550	No	2	2282	H3N2	12/28/1998	IRD:Human	USA	New York	98-99	A/New York/251/1998(H3N2)	
PB1	CY001598	Yes	2	2281	H3N2	02/02/1999	IRD:Human	USA	New York	98-99	A/New York/259/1999(H3N2)	
PB1	CY001419	Yes	2	2281	H3N2	02/10/1999	IRD:Human	USA	New York	98-99	A/New York/263/1999	
PB1	CY001614	No	2	2281	H3N2	03/03/1999	IRD:Human	USA	New York	98-99	A/New York/264/1999(H3N2)	
PB1	CY001622	Yes	2	2275	H3N2	01/29/1999	IRD:Human	USA	New York	98-99	A/New York/265/1999	
PB1	CY002342	Yes	2	2323	H3N2	05/06/1999	IRD:Human	USA	New York	98-99	A/New York/266/1999(H3N2)	
PB1	CY001638	Yes	2	2337	H3N2	11/27/2003	IRD:Human	USA	New York	03-04	A/New York/268/2003	
PB1	CY001646	No	2	2281	H3N2	11/28/2003	IRD:Human	USA	New York	03-04	A/New York/269/2003	
PB1	CY001718	No	2	2281	H3N2	11/28/2003	IRD:Human	USA	New York	03-04	A/New York/271/2003(H3N2)	
PB1	CY001734	Yes	2	2281	H3N2	02/26/2002	IRD:Human	USA	New York	01-02	A/New York/274/2002(H3N2)	
PB1	CY002134	Yes	2	2323	H3N2	01/04/2002	IRD:Human	USA	New York	01-02	A/New York/275/2002(H3N2)	
PB1	CY001742	Yes	2	2337	H3N2	03/07/2002	IRD:Human	USA	New York	01-02	A/New York/276/2002(H3N2)	
PB1	CY001974	Yes	2	2337	H3N2	02/04/1999	IRD:Human	USA	New York	98-99	A/New York/278/1999(H3N2)	
PB1	CY000015	Yes	2	2341	H3N2	11/19/2003	IRD:Human	USA	New York	03-04	A/New York/28/2003	
PB1	CY001766	Yes	2	2337	H3N2	04/12/1999	IRD:Human	USA	New York	98-99	A/New York/280/1999(H3N2)	
PB1	CY002574	Yes	2	2341	H1N1	02/21/2001	IRD:Human	USA	New York	00-01	A/New York/281/2001(H1N1)	
PB1	CY001774	Yes	2	2337	H3N2	02/11/1999	IRD:Human	USA	New York	98-99	A/New York/282/1999(H3N2)	
PB1	CY062136	Yes	2	2303	H1N1	01/20/2010	IRD:Human	USA	New York	09-10	A/New York/2876/2010(H1N1)	
PB1	CY001790	Yes	2	2281	H3N2	12/04/1998	IRD:Human	USA	New York	98-99	A/New York/289/1998(H3N2)	
PB1	CY003310	No	2	2313	H1N1	12/21/2002	IRD:Human	USA	New York	02-03	A/New York/291/2002(H1N1)	
PB1	CY003390	Yes	2	2337	H1N1	01/28/2003	IRD:Human	USA	New York	02-03	A/New York/293/2003(H1N1)	
PB1	CY002158	Yes	2	2337	H1N2	02/09/2003	IRD:Human	USA	New York	02-03	A/New York/296/2003(H1N2)	
PB1	CY062152	Yes	2	2303	H1N1	01/22/2010	IRD:Human	USA	New York	09-10	A/New York/2963/2010(H1N1)	
PB1	CY002670	No	2	2265	H1N2	04/08/2003	IRD:Human	USA	New York	02-03	A/New York/297/2003(H1N2)	
PB1	CY040048	No	2	2303	H1N1	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3007/2009(H1N1)	
PB1	CY040013	No	2	2299	H1N1	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3012/2009(H1N1)	
PB1	CY003318	Yes	2	2288	H1N1	01/29/2001	IRD:Human	USA	New York	00-01	A/New York/302/2001(H1N1)	
PB1	CY003398	Yes	2	2324	H1N1	02/07/2001	IRD:Human	USA	New York	00-01	A/New York/305/2001(H1N1)	
PB1	CY050618	No	2	2289	H1N1	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3052/2009(H1N1)	
PB1	CY003406	Yes	2	2332	H1N1	02/03/2001	IRD:Human	USA	New York	00-01	A/New York/306/2001(H1N1)	
PB1	CY050498	Yes	2	2299	H3N2	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3060/2009(H3N2)	
PB1	CY008154	No	2	2316	H1N1	01/09/2001	IRD:Human	USA	New York	00-01	A/New York/307/2001(H1N1)	
PB1	CY050538	Yes	2	2301	H3N2	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3079/2009(H3N2)	
PB1	CY050554	Yes	2	2301	H1N1	04/29/2009	IRD:Human	USA	New York	08-09	A/New York/3095/2009(H1N1)	
PB1	CY002678	Yes	2	2296	H1N1	01/08/2001	IRD:Human	USA	New York	00-01	A/New York/310/2001(H1N1)	
PB1	CY050570	Yes	2	2298	H3N2	04/29/2009	IRD:Human	USA	New York	08-09	A/New York/3104/2009	
PB1	CY002702	Yes	2	2327	H1N1	01/12/2001	IRD:Human	USA	New York	00-01	A/New York/312/2001(H1N1)	
PB1	CY001822	Yes	2	2337	H3N2	12/28/1998	IRD:Human	USA	New York	98-99	A/New York/313/1998(H3N2)	
PB1	CY001838	No	2	2317	H3N2	01/06/1999	IRD:Human	USA	New York	98-99	A/New York/315/1999(H3N2)	
PB1	CY002166	Yes	2	2337	H3N2	01/26/1999	IRD:Human	USA	New York	98-99	A/New York/316/1999(H3N2)	
PB1	CY050674	Yes	2	2283	H3N2	05/01/2009	IRD:Human	USA	New York	08-09	A/New York/3164/2009	
PB1	CY041200	No	2	2299	H1N1	04/29/2009	IRD:Human	USA	New York	08-09	A/New York/3190/2009(H1N1)	
PB1	CY041120	Yes	2	2299	H1N1	04/28/2009	IRD:Human	USA	New York	08-09	A/New York/3193/2009(H1N1)	
PB1	CY040651	Yes	2	2299	H1N1	04/30/2009	IRD:Human	USA	New York	08-09	A/New York/3194/2009(H1N1)	
PB1	CY041520	Yes	2	2303	H1N1	04/27/2009	IRD:Human	USA	New York	08-09	A/New York/3203/2009(H1N1)	
PB1	CY002174	Yes	2	2281	H3N2	03/18/1999	IRD:Human	USA	New York	98-99	A/New York/322/1999(H3N2)	
PB1	CY001878	Yes	2	2337	H3N2	01/25/1999	IRD:Human	USA	New York	98-99	A/New York/323/1999(H3N2)	
PB1	CY062168	Yes	2	2303	H1N1	01/25/2010	IRD:Human	USA	New York	09-10	A/New York/3230/2010(H1N1)	
PB1	CY001982	Yes	2	2323	H3N2	01/26/1999	IRD:Human	USA	New York	98-99	A/New York/324/1999(H3N2)	
PB1	CY040780	No	2	2299	H1N1	2009	IRD:Human	USA	New York	-N/A-	A/New York/3246/2009(H1N1)	
PB1	CY040868	Yes	2	2280	H1N1	04/29/2009	IRD:Human	USA	New York	08-09	A/New York/3265/2009(H1N1)	
PB1	CY050770	No	2	2300	H1N1	04/29/2009	IRD:Human	USA	New York	08-09	A/New York/3315/2009(H1N1)	
PB1	CY001910	Yes	2	2274	H3N2	01/20/1999	IRD:Human	USA	New York	98-99	A/New York/335/1999(H3N2)	
PB1	CY001918	Yes	2	2337	H3N2	02/24/1999	IRD:Human	USA	New York	98-99	A/New York/336/1999(H3N2)	
PB1	CY001934	Yes	2	2337	H3N2	02/08/1999	IRD:Human	USA	New York	98-99	A/New York/338/1999(H3N2)	
PB1	CY000047	Yes	2	2323	H3N2	12/03/2003	IRD:Human	USA	New York	03-04	A/New York/34/2003(H3N2)	
PB1	CY002398	No	2	2295	H1N1	01/10/2001	IRD:Human	USA	New York	00-01	A/New York/343/2001(H1N1)	
PB1	CY002406	No	2	2275	H1N1	01/29/2001	IRD:Human	USA	New York	00-01	A/New York/345/2001(H1N1)	
PB1	CY003334	No	2	2300	H1N1	01/28/2001	IRD:Human	USA	New York	00-01	A/New York/346/2001(H1N1)	
PB1	CY041796	Yes	2	2299	H1N1	05/14/2009	IRD:Human	USA	New York	08-09	A/New York/3463/2009(H1N1)	
PB1	CY006433	No	2	2313	H1N1	03/04/2003	IRD:Human	USA	New York	02-03	A/New York/350/2003(H1N1)	
PB1	CY003038	Yes	2	2281	H3N2	11/06/2004	IRD:Human	USA	New York	04-05	A/New York/351/2004(H3N2)	
PB1	CY044134	Yes	2	2303	H1N1	05/17/2009	IRD:Human	USA	New York	08-09	A/New York/3516/2009(H1N1)	
PB1	CY002726	Yes	2	2282	H3N2	01/04/2005	IRD:Human	USA	New York	04-05	A/New York/352/2005(H3N2)	
PB1	CY058786	Yes	2	2306	H3N2	05/18/2009	IRD:Human	USA	New York	08-09	A/New York/3527/2009	
PB1	CY003342	No	2	2275	H3N2	12/28/2004	IRD:Human	USA	New York	04-05	A/New York/354/2004(H3N2)	
PB1	CY050810	No	2	2302	H3N2	05/17/2009	IRD:Human	USA	New York	08-09	A/New York/3542/2009	
PB1	CY087014*	No	2	2303	H1N1	05/21/2009	IRD:Human	USA	New York	08-09	A/New York/3565/2009(H1N1)	
PB1	CY045091	Yes	2	2299	H1N1	05/17/2009	IRD:Human	USA	New York	08-09	A/New York/3574/2009(H1N1)	
PB1	CY044891	Yes	2	2299	H1N1	05/19/2009	IRD:Human	USA	New York	08-09	A/New York/3580/2009(H1N1)	
PB1	CY002006	Yes	2	2341	H3N2	01/17/2005	IRD:Human	USA	New York	04-05	A/New York/359/2005(H3N2)	
PB1	CY002014	Yes	2	2341	H3N2	02/02/2005	IRD:Human	USA	New York	04-05	A/New York/361/2005(H3N2)	
PB1	CY058802	Yes	2	2302	H3N2	05/19/2009	IRD:Human	USA	New York	08-09	A/New York/3626/2009(H3N2)	
PB1	CY081047	No	2	2305	mixed	05/27/2009	IRD:Human	USA	New York	08-09	A/New York/3647/2009	
PB1	CY046961	Yes	2	2287	H1N1	05/26/2009	IRD:Human	USA	New York	08-09	A/New York/3654/2009(H1N1)	
PB1	CY002198	Yes	2	2341	H3N2	12/20/2004	IRD:Human	USA	New York	04-05	A/New York/366/2004(H3N2)	
PB1	CY002454	Yes	2	2299	H3N2	02/16/2005	IRD:Human	USA	New York	04-05	A/New York/367/2005(H3N2)	
PB1	CY002206	No	2	2275	H3N2	01/03/2005	IRD:Human	USA	New York	04-05	A/New York/369/2005(H3N2)	
PB1	CY002214	Yes	2	2340	H3N2	12/20/2004	IRD:Human	USA	New York	04-05	A/New York/370/2004(H3N2)	
PB1	CY002230	Yes	2	2302	H3N2	12/22/2004	IRD:Human	USA	New York	04-05	A/New York/372/2004(H3N2)	
PB1	CY002462	Yes	2	2317	H3N2	02/22/2005	IRD:Human	USA	New York	04-05	A/New York/373/2005(H3N2)	
PB1	CY003054	No	2	2274	H3N2	01/18/2005	IRD:Human	USA	New York	04-05	A/New York/376/2005(H3N2)	
PB1	CY002030	No	2	2275	H3N2	11/30/2004	IRD:Human	USA	New York	04-05	A/New York/379/2004(H3N2)	
PB1	CY000783	Yes	2	2337	H3N2	12/21/2003	IRD:Human	USA	New York	03-04	A/New York/38/2003	
PB1	CY002038	No	2	2323	H3N2	01/29/2005	IRD:Human	USA	New York	04-05	A/New York/382/2005(H3N2)	
PB1	CY065025	Yes	2	2303	H1N1	01/27/2010	IRD:Human	USA	New York	09-10	A/New York/3834/2010(H1N1)	
PB1	CY002470	Yes	2	2317	H3N2	01/06/2005	IRD:Human	USA	New York	04-05	A/New York/384/2005(H3N2)	
PB1	CY002046	Yes	2	2275	H3N2	12/22/2004	IRD:Human	USA	New York	04-05	A/New York/386/2004(H3N2)	
PB1	CY002270	No	2	2317	H3N2	01/28/2005	IRD:Human	USA	New York	04-05	A/New York/388/2005(H3N2)	
PB1	CY002062	Yes	2	2281	H3N2	01/07/2005	IRD:Human	USA	New York	04-05	A/New York/391/2005(H3N2)	
PB1	CY084415	Yes	2	2301	H3N2	06/05/2009	IRD:Human	USA	New York	08-09	A/New York/3918/2009	
PB1	CY002070	Yes	2	2341	H3N2	12/21/2004	IRD:Human	USA	New York	04-05	A/New York/392/2004(H3N2)	
PB1	CY080497	Yes	2	2306	H3N2	06/04/2009	IRD:Human	USA	New York	08-09	A/New York/3932/2009	
PB1	CY002814	Yes	2	2332	H1N1	01/22/2003	IRD:Human	USA	New York	02-03	A/New York/399/2003(H1N1)	
PB1	CY044118	Yes	2	2299	H1N1	06/10/2009	IRD:Human	USA	New York	08-09	A/New York/3992/2009(H1N1)	
PB1	CY003102	Yes	2	2329	H3N2	01/04/2002	IRD:Human	USA	New York	01-02	A/New York/403/2002(H3N2)	
PB1	CY045059	Yes	2	2299	H1N1	06/09/2009	IRD:Human	USA	New York	08-09	A/New York/4052/2009(H1N1)	
PB1	CY003128	Yes	2	2337	H3N2	01/08/2002	IRD:Human	USA	New York	01-02	A/New York/406/2002(H3N2)	
PB1	CY003430	Yes	2	2337	H3N2	01/08/2002	IRD:Human	USA	New York	01-02	A/New York/407/2002(H3N2)	
PB1	CY045221	Yes	2	2299	H1N1	06/10/2009	IRD:Human	USA	New York	08-09	A/New York/4074/2009(H1N1)	
PB1	CY003142	Yes	2	2337	H3N2	01/14/2002	IRD:Human	USA	New York	01-02	A/New York/409/2002(H3N2)	
PB1	CY047388	No	2	2276	H1N1	06/13/2009	IRD:Human	USA	New York	08-09	A/New York/4100/2009(H1N1)	
PB1	CY055097	Yes	2	2299	H3N2	06/12/2009	IRD:Human	USA	New York	08-09	A/New York/4165/2009(H3N2)	
PB1	CY003206	Yes	2	2329	H3N2	01/16/2002	IRD:Human	USA	New York	01-02	A/New York/418/2002(H3N2)	
PB1	CY003791	No	2	2309	H3N2	12/15/1999	IRD:Human	USA	New York	99-00	A/New York/422/1999(H3N2)	
PB1	CY003799	No	2	2316	H3N2	12/16/1999	IRD:Human	USA	New York	99-00	A/New York/423/1999(H3N2)	
PB1	CY003222	No	2	2304	H3N2	12/16/1999	IRD:Human	USA	New York	99-00	A/New York/424/1999(H3N2)	
PB1	CY003238	No	2	2287	H3N2	12/27/1999	IRD:Human	USA	New York	99-00	A/New York/427/1999(H3N2)	
PB1	CY003807	No	2	2316	H3N2	09/28/1999	IRD:Human	USA	New York	-N/A-	A/New York/428/1999(H3N2)	
PB1	CY006665	Yes	2	2309	H3N2	01/09/2000	IRD:Human	USA	New York	99-00	A/New York/435/2000	
PB1	CY003286	Yes	2	2324	H3N2	01/18/2000	IRD:Human	USA	New York	99-00	A/New York/438/2000(H3N2)	
PB1	CY051541	Yes	2	2303	H1N1	06/21/2009	IRD:Human	USA	New York	08-09	A/New York/4402/2009(H1N1)	
PB1	CY003478	Yes	2	2334	H1N1	01/22/2001	IRD:Human	USA	New York	00-01	A/New York/443/2001(H1N1)	
PB1	CY006066	Yes	2	2316	H3N2	01/11/1999	IRD:Human	USA	New York	98-99	A/New York/452/1999(H3N2)	
PB1	CY087031*	No	2	515	H1N1	07/03/2009	IRD:Human	USA	New York	08-09	A/New York/4557/2009(H1N1)	
PB1	CY003614	Yes	2	2329	H3N2	01/15/1999	IRD:Human	USA	New York	98-99	A/New York/456/1999(H3N2)	
PB1	CY006905	Yes	2	2329	H3N2	01/25/1999	IRD:Human	USA	New York	98-99	A/New York/460/1999(H3N2)	
PB1	CY051629	Yes	2	2303	H1N1	07/14/2009	IRD:Human	USA	New York	08-09	A/New York/4607/2009(H1N1)	
